,SMILES
9234,CCCCCCCCCCNC(=O)c1c[nH]c(n1)c2ccccc2                                                                          
9235,O=C(OCC#CCSc1oc(nn1)c2cccc3ccccc23)C4CCCC4                                                                    
9236,CC(C)C(C(=O)N1CCN(CC1)c2nc(NCCOCCOCCOCC#C)nc(n2)N3CCN(CC3)C(=O)Cn4cc(CCCCN)nn4)n5cc(CCO)nn5                   
9237,CC(C)n1nc(C)nc1c2cn3CCOc4cc(ccc4c3n2)c5ncnn5C6CCN(CC6)C(C)(C)C                                                
9238,Cc1ccc(s1)c2nc3cc4nc5ccccc5nc4cc3[nH]2                                                                        
9239,CSCCOC(=O)C1C(C(C1c2ccc(O)cc2)C(=O)OCCSC)c3ccc(O)cc3                                                          
9240,Oc1ccc(cc1)C(=C2C3CCCC2CCC3)c4ccc(O)cc4                                                                       
9241,Cc1cc(C(=O)CN2CCN(CC2)C3CCS(=O)(=O)C3)c(C)n1CCc4ccccc4                                                        
9242,OCCCCCN1CCC(C1)N2CC(=O)N3C(Cc4c([nH]c5ccccc45)C3c6ccc7OCOc7c6)C2=O                                            
9243,COc1ccc2N(C)C3=NC(=NC(=O)C3=Cc2c1)N4CCN(C)CC4                                                                 
9244,Nc1c2ncn3C4OC(COP(=O)([O-])OP(=O)(O)OC(CCN=[N+]=[N-])C5CC(C(O)C5O)[n+]1cnc23)C(O)C4O                          
9245,COc1ccc(C(=O)Nc2ccc3N(CCCc3c2)C(=O)c4cccs4)c(OC)c1                                                            
9246,Cc1cnn(c1)C(=O)Oc2ccc3ccccc3c2                                                                                
9247,CC(=NN=C(S)N1CCCC1)c2nccc3ccccc23                                                                             
9248,CCC(CC)CC1(O)CCN(CC1)C(=O)Nc2cc(Oc3ccc(F)cc3)cc(Oc4ccc(cc4)C#N)c2                                             
9249,CC1CN(CC1(O)C2CCC2)C(=O)CCc3nncn3C                                                                            
9250,Cc1ccc(cc1C)C2CCCNC2                                                                                          
9251,Cc1cc(C)c(cc1C(F)(F)P(=O)(O)O)C(F)(F)P(=O)(O)O                                                                
9252,Cc1ccc(CN(C2CCS(=O)(=O)C2)C(=O)c3occc3)cc1                                                                    
9253,CC1(C)CC2=C(C(C=C(N2)c3ccccc3)c4ccc(F)cc4)C(=O)C1                                                             
9254,Cc1ccc(NC(=O)C2(CC2)C(=O)Nc3ccc(cc3)c4cccc5onc(N)c45)cc1                                                      
9255,CC1CC(=Cc2cccs2)C(=O)C(=Cc3cccs3)C1                                                                           
9256,CC(=O)c1ccc(OCCCC(=O)Nc2cccc(c2)c3nn[nH]n3)cc1                                                                
9257,O=C(CCc1ccc(NC(=O)c2nc[nH]n2)cc1)N3CCCC3                                                                      
9258,COc1cccc(c1)C(=O)Nc2cccc(c2)C3(N=C(N)N(C)C3=O)C4CCCCC4                                                        
9259,CCCCCCCCCCCCCCCCC(N)(CO)CO                                                                                    
9260,[O-][N+](=O)c1ccc(cc1)S(=O)(=O)N(CCCN2CCN(CC2)c3ccccc3)CC4CC4                                                 
9261,CCCCOc1nc(N)c2NC(=O)N(Cc3ccc(CC(=O)OC)cc3)c2n1                                                                
9262,CCN1CCN(CC1)C(=O)Cc2ccc(cc2)c3cc4N=CN(C)C(=O)c4c(NC5CC5)n3                                                    
9263,COc1ccc(cc1)c2c(C)noc2C3C4CCC(CC3c5ccc(C)cc5)N4C                                                              
9264,Cn1cc(cn1)N2CCC(NC(=O)c3c(F)cccc3F)C2=O                                                                       
9265,CCC(CO)NC1c2ccccc2c3ccccc13                                                                                   
9266,C(Cn1c2ccc3ccccc3c2c4nc5ccccc5nc14)N6CCOCC6                                                                   
9267,CC1(C)N(CO)C(=O)NC1=O                                                                                         
9268,CC(C)(C)C1(C)Cc2c(CN3CCC4(CC3)CCN(CC4)C(=O)c5ccc(N)cn5)cccc2O1                                                
9269,CN1C(=O)NC2=C1NC(=O)NC2=N                                                                                     
9270,O=C(Nc1ccncc1)c2ccccc2Sc3ccc4c(C=Cc5ccccn5)n[nH]c4c3                                                          
9271,COc1ccc(NC(=O)CSc2nc3ccccc3cc2Cc4ccccc4)cc1                                                                   
9272,ON=C(COc1cccc2C=CC(=O)Nc12)c3ccc(cc3)c4ccccc4                                                                 
9273,O=C(NCC1CC1)Nc2cc3[nH]nc(C4CC4)c3cn2                                                                          
9274,CCCCCCCCCCCCCCOc1ccc(CNC(=O)c2cccc(C[n+]3csc(C)c3)c2)cc1C(C)(C)C                                              
9275,COc1ccc2[nH]c(cc2c1)C(=O)c3cccc(N)c3                                                                          
9276,OC(=O)CS(=O)(=O)CC(=O)NCc1cccc(c1)C(F)(F)F                                                                    
9277,Cc1ccc(C)n1C(CC(=O)O)c2ccsc2                                                                                  
9278,CCCCCCCCCCCCCCCCCC(=O)NCCCNCCCNC(=O)CCCCCCCCCCCCCCCCC                                                         
9279,Cc1cccc(CN2CCC(CC2)NC(=O)c3cccc4ccccc34)c1                                                                    
9280,NC(=N)Nc1ccc(cc1)N2C(=O)N(Cc3ccccc3)N=C(c4ccccc4)c5ccccc25                                                    
9281,Oc1ccc(cc1CNC(=O)CSc2nc3ccccc3s2)[N+](=O)[O-]                                                                 
9282,CCc1ccc(cc1)C2CC3C(CN2S(=O)(=O)c4ccc(C)cc4)C(=O)CC(N3S(=O)(=O)c5ccc(C)cc5)c6ccc(C)cc6                         
9283,CCCCCCCCN1C(=O)C(CC(=O)NCCC(C)C)CC2(CCCC=C12)C(=O)OCC                                                         
9284,COc1ccc(NC(=O)N2CCN(CC2c3ccccc3)C(=O)OC(C)(C)C)cc1                                                            
9285,CN1N=C(CCC1=O)C(=O)N                                                                                          
9286,CCCc1c(O)c(ccc1OCCCCCCN2CCN(C)CC2)C(=O)C                                                                      
9287,COc1ccccc1C2=COc3cc4OC=C(C(=O)c4c(O)c3C2=O)c5ccccc5OC                                                         
9288,Cn1c2c(CCN3C(=O)C4SC23C5C4C(=O)N(C5=O)c6ccccc6)c7ccccc17                                                      
9289,NS(=O)(=O)Oc1ccc2C3=C(CCC3)C(O)Oc2c1                                                                          
9290,CCCCCCOc1ccc2c(CCCc3nncn23)c1                                                                                 
9291,CCOC(=O)C1=NN(C2=NC(=CC(=O)N12)Nc3ccccc3)c4ccc(C)cc4                                                          
9292,COc1ccc(CCN(C)C(=O)c2cccc(c2)S(=O)(=O)NCc3ccccc3)cc1OC                                                        
9293,OCCC1CN(Cc2cccc(c2)n3cccn3)CCN1Cc4ccccc4                                                                      
9294,CC(Cn1cc(C)cn1)NCc2onc(n2)c3cccc(C)c3                                                                         
9295,Cc1nc2ccc(NC(=NCCCO)S)cc2nc1C                                                                                 
9296,COCC(C)NC(=O)C1=NN(Cc2ccccc2)C(=O)c3ccccc13                                                                   
9297,CSc1cccc(Nc2cc(C)nc3ccc4nc[nH]c4c23)c1                                                                        
9298,CCOc1ccc(cc1)C(=O)NCC(=O)N2CCN(CC2)c3ccccc3O                                                                  
9299,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCN(CC3)c4ccc(cc4F)N=C5SC(=O)CN5Cc6ccccc6                                 
9300,CCOC(=O)N1CCN(CC1)C(=O)c2ccc3C(=O)N(C(=S)Nc3c2)c4ccc(F)cc4                                                    
9301,CC(C)(C)c1cc(ccn1)C(=O)N2CCc3ccccc3C2                                                                         
9302,CN(C)C(=O)CCc1ccc2c3CCN4C(=O)C(CC(=O)NCc5occc5)CC(C(=O)N6CCCCC6)C4(C)c3[nH]c2c1                               
9303,COc1ccc(NC(=O)C(N2C(=O)C(=Nc3ccccc23)c4occc4)c5ccnc6ccccc56)cc1                                               
9304,FC(F)Oc1ccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc2c1                                                               
9305,CCCCN(C)c1c(C)nc2ccc(cn12)C(=O)N3CCN(CC3)C(=O)C                                                               
9306,CC(C)C(CC(=O)C)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O                                                           
9307,CC(C)c1c(C(=O)NCc2ccc(F)c(F)c2)c3ccc(CN(C)C)cc3n1Cc4ccccc4                                                    
9308,COc1ccc(C(=O)C=Cc2ccccc2OCC#C)c(OC)c1OC                                                                       
9309,Oc1ccc(cc1O)c2oc3c(O)cccc3c2                                                                                  
9310,Cc1ccc(Nc2nc(C)cc(n2)c3cccnc3)c(C)c1                                                                          
9311,OCC1OC(C(O)C1O)n2cnc3c(ccnc23)c4cccs4                                                                         
9312,CNc1cc(C=Cc2cccc(C=Cc3ccc(OC)c(NC)c3)n2)ccc1OC                                                                
9313,CCCCN1N=C(C)c2c(nc(C)n3nc(cc23)c4ccccc4)C1=O                                                                  
9314,Ic1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCCNC(=O)C4CC4                                                            
9315,CNc1ccc2nc3ccc(N)cc3[s+]c2c1                                                                                  
9316,CCN(N=Cc1ccc(cc1)N(C)C)c2nc3ccccc3[nH]2                                                                       
9317,CCC(CCC(C)C1CC(=O)C2C3=C(CCC12C)C4(C)CCC(O)C(=C)C4CC3)C(C)C                                                   
9318,COc1ccc(cc1)C2C3CCc4ccc(OC)cc4C3=NN2C(=O)CO                                                                   
9319,Cn1cc(N)cc1C(=O)Nc2cc(C(=O)Nc3cc(C(=O)NCCC(=NO)N)n(C)c3)n(C)c2                                                
9320,O=C(CSc1nc2CCCCCc2cc1C#N)N3CCCCC3                                                                             
9321,OC(CN1C(CCN2C(=O)C=C(N=C12)N3CC4CCC(C3)O4)C(F)(F)F)c5ccccc5                                                   
9322,CCOc1ccccc1c2nnc3SCC(=Nn23)c4c(OC)cccc4OC                                                                     
9323,OC(=O)c1cccc(c1)c2oc(C=C3SC(=Nc4ccccc4)N(Cc5cccnc5)C3=O)cc2                                                   
9324,CN(C)S(=O)(=O)N1CCC(CC1)Oc2ccc(cc2)C(=O)N3CCCCCCC3                                                            
9325,COC(=O)Nc1c(O)ccc2C(CCCc12)C3=NCCN3                                                                           
9326,CCC1(NC(=O)N(CC(=O)N(C)CC(=O)Nc2ccc(F)c(F)c2F)C1=O)c3ccccc3                                                   
9327,CC(C)C(=O)Nc1onc(c2ccncc2)c1c3ccc(cc3)C(O)(C(F)(F)F)C(F)(F)F                                                  
9328,Oc1cccc(c1)C(=O)c2cc(O)c(O)c(O)c2                                                                             
9329,ONC(=O)c1cnc(Nc2c(F)c(F)cc(F)c2F)nc1                                                                          
9330,C(Oc1ccccc1)c2onc(n2)c3ccccc3                                                                                 
9331,O=C(NC1CCCC1)c2cc(Oc3cccnc3)ccn2                                                                              
9332,CC(=O)Nc1ccc(cc1F)C(=O)NCCn2c(C)cc3ccccc23                                                                    
9333,O=C1Nc2sccc2c3nc(nn13)c4ccncc4                                                                                
9334,COc1ccc(C2C(C(c3ccc4OCOc4c3)c5ccc(NC(C)C)nc25)C(=O)O)c(CO)c1                                                  
9335,CC(=O)c1cccc(c1)c2cccc(OC(=O)NC3CCCCC3)c2                                                                     
9336,CN(C)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)C(Cc3ccccc3)NC(=O)C(=O)NO                                             
9337,OC(=O)CCNc1nc(NCc2cc(cc(c2)C(F)(F)F)C(F)(F)F)nc3ccc(cc13)[N+](=O)[O-]                                         
9338,CC1(COc2cc(O)ccc2C1CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)c3ccc(O)cc3                                          
9339,CC(C)c1cc2CCC3C(C)(C)CCCC34C(=O)Oc(c1OC(=O)C)c24                                                              
9340,CCCCc1nc2c(N)nc3cc(ccc3c2n1CCOC)C(=O)OC                                                                       
9341,CCC(C)C(NC(=O)CN=[N+]=[N-])C(=O)NC(C(C)CC)C(=O)NC(C(C)OC(=O)C)C(=O)NC(CC(C)C)CS(=O)(=O)F                      
9342,Nc1nc(nc2c1nnn2CC3CCCCO3)c4occc4                                                                              
9343,CC(=O)Nc1ccc2sccc2c1                                                                                          
9344,COc1ccc(NC(=O)N2CCN(CCC#N)CC2)cc1                                                                             
9345,CC1(C)CCC2(CCC3(C)C(C2C1)C(=O)C=C4C3(C)CCC5C(C)(C)C(=O)C(=CC45C)C#N)C(=O)OCC6CC6                              
9346,COc1cccc(CCNc2c(C#N)c3nc4ccccc4n3c5ccccc25)c1                                                                 
9347,COc1ccc(cc1OC)C(=O)Nc2sc3CCCCCc3c2C(=O)N                                                                      
9348,CC(=O)C1=CCC(N(C1)S(=O)(=O)c2ccc(C)cc2)c3cccs3                                                                
9349,COc1ccc(C)c(c1)N2C(=O)N(Cc3ccccc3)C(=O)c4[nH]cnc24                                                            
9350,[O-][N+](=O)c1ccc(NC(=O)c2cccc(c2)S(=O)(=O)Nc3ccccn3)cc1                                                      
9351,OC1COC(OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)c(O)c4)C(O)C1O                                                       
9352,COc1cccc2CNCCc12                                                                                              
9353,Cn1nc(Nc2nccc(n2)c3ccc(N4CCCC4)c(c3)C#N)cc1C(=O)N                                                             
9354,O=C(CN1CCCCC1)NCc2ccccc2                                                                                      
9355,COC(=O)C1=C(C)NC(=O)NC1c2cn(nc2c3ccc(cc3)[N+](=O)[O-])c4ccccc4                                                
9356,Cc1cccc(c1)N2C3CS(=O)(=O)CC3SC2=NC(=O)c4ccccc4                                                                
9357,COc1ccccc1N2CCN(CC2)C3=NN(CC(=O)O)C(=O)C=C3                                                                   
9358,COc1cc(CO)ccc1Oc2ccccc2                                                                                       
9359,CC(C)(C)c1ccc(cc1)C(=O)N2CCN(CC(O)(Cn3cncn3)c4ccc(F)cc4F)CC2                                                  
9360,CCNC(=S)Nc1ccc(cc1)C2=NNC(=S)N2C                                                                              
9361,CC(=O)N1CCN(CC1)C(=O)N2CCC(C2)(c3ccc(cc3)C(OCc4ccc(F)cc4F)(C(F)(F)F)C(F)(F)F)S(=O)(=O)c5ccc(F)cc5             
9362,Cn1cnnc1SCC(=O)Nc2ccc(cc2)c3nc(c4ccccc4)c(c5ccccc5)n3C                                                        
9363,O=C(CN1CCc2ccccc2C1)Nc3cccc(c3)S(=O)(=O)N4CCOCC4                                                              
9364,CC12CCC3C(CC=C4CC(O)CCC34C)C1CCC2C(=O)C#Cc5ccccc5C(F)(F)F                                                     
9365,[O-][N+](=O)c1ccc(C(=O)Nc2ccncc2[N+](=O)[O-])c(c1)[N+](=O)[O-]                                                
9366,OC(=O)CC(c1ccccc1)n2cccc2                                                                                     
9367,CCc1cccc(NS(=O)(=O)c2ccc3NC(=O)CC(=O)Nc3c2)c1                                                                 
9368,CSCCCN1CCCC2(CN(CCC12)c3cnccn3)C(=O)O                                                                         
9369,CC1CC(OC1CO)n2cnc3c(N)ncnc23                                                                                  
9370,[O-][N+](=O)c1ccccc1c2nnc(SCCOc3ccc(C=C4SC(=O)NC4=O)cc3)[nH]2                                                 
9371,COc1ccnc2ccc(cc12)c3cn(CC(=O)Nc4ccccc4)nc3c5cccc(C)n5                                                         
9372,COC(=O)c1ccccc1NC(=O)Cc2onc(n2)c3ccc(OC)cc3                                                                   
9373,CC(C)OC(=O)C(C)NP(=O)(OCC1OC(C(O)C1O)N2C(=O)NC(=O)C=C2I)Oc3ccccc3                                             
9374,COc1cc(C=CC(=O)O)cc(c1OC)S(=O)(=O)N2CCc3ccccc3C2                                                              
9375,COC(=O)NCCCC(O)(C1CCCN(C1)C(=O)C2CC(N)C(O)C2)c3cccc(F)c3c4cccc(C)c4                                           
9376,CCN1C(=O)N(CC)c2[nH]c(nc2C1=O)c3cccc(c3)S(=O)(=O)O                                                            
9377,CCS(=O)(=O)N=C(O)C1=C(CC(NC1=O)(c2ccc(OCCCC(F)(F)F)cc2)C(F)(F)F)c3ccc(C)cc3                                   
9378,COc1ccc(O)c2ncccc12                                                                                           
9379,CC(=O)NCC1CN(C(=O)O1)c2ccc(C3=CCS(=O)(=O)CC3)c(F)c2                                                           
9380,Fc1ccc(C2CCN(CC2)C(=O)c3n[nH]c4CN(CC5CC5)Cc34)c(c1F)C(F)(F)F                                                  
9381,COc1ccc(cc1)n2ncc3c2ncn4nc(nc34)c5ccc(OC)c(OC)c5                                                              
9382,OCC(O)c1cc(nc(c1)c2ccc(Oc3ccc(F)cc3)cc2)C(=O)N4CCN(CC4)S(=O)(=O)c5cccc(c5)C#N                                 
9383,C(CN1CCCC1)Oc2ccc3oc4ccc(OCCN5CCCC5)cc4c3c2                                                                   
9384,OC(CNC(=O)COc1cccc(NC2CCOCC2)c1)CN3CCc4ccccc4C3                                                               
9385,CC(SC1=NC(=CC(=O)N1)C)C(=O)N2CCC(CC2)c3ncc[nH]3                                                               
9386,Cc1c(C)n(Cc2ccc(cc2)c3ccccc3C(=O)O)c4ccc(cc14)C(=O)NCC(=O)c5ccccc5                                            
9387,CC(C)(C)C=C(C#N)C(=O)N1CCC(CC1)n2nc(c3ccc(Oc4ccccc4)cc3)c5c(N)ncnc25                                          
9388,C[N+](C)(C)CC(=O)Nc1ccc(cc1)S(=O)(=O)NC(=O)C[N+](C)(C)C                                                       
9389,COC(=O)C(CC1=C(O)Nc2ccccc2N1)C(=NNC(=O)N)C(=O)Nc3ccccc3C                                                      
9390,Cc1nnc(SCCNC(=O)CC2CCc3ccccc23)s1                                                                             
9391,CCOC(=O)CN1C(=O)SC(=Cc2cccc(c2)C3=CC(=O)c4ccccc4O3)C1=O                                                       
9392,Cc1ccc(NS(=O)(=O)c2ccc3[nH]c(O)nc3c2)cc1                                                                      
9393,CC(=O)c1cccc(NC(=O)CSc2oc(nn2)c3ccncc3)c1                                                                     
9394,Nc1ncnc2c1nc(N)n2C3OC(COS(=O)(=O)NC(=O)c4ccccc4O)C(O)C3O                                                      
9395,Oc1ccc(CN(Cc2ccccc2)Cc3ccccc3)c4cccnc14                                                                       
9396,CCCCCCCCNC(=O)Cc1cccc(OC)c1                                                                                   
9397,CCNC(=O)CCSc1nc(N)c2cnn(c3ccccc3)c2n1                                                                         
9398,Cn1ccc(n1)C(=O)N2CCCC2c3cc(CO)[nH]n3                                                                          
9399,CN(C(=O)c1cnccn1)C2=C(N)N(Cc3ccccc3)C(=O)NC2=O                                                                
9400,CN1C2CCC1CC(C2)N=C(O)c3cn(c4ccc(F)cc34)S(=O)(=O)C                                                             
9401,CC(C)C(=O)Nc1nnc(SCC(=O)Nc2ccc(C)cc2C)s1                                                                      
9402,COc1ccc(cc1OC)C2=NNC(=O)C2=NNc3cccnc3                                                                         
9403,CCC(=O)C1(CCN(C)CC1)c2cccc(O)c2                                                                               
9404,OC(CNCCc1ccc(NC(=O)Cc2nnc([nH]2)c3ccccc3)cc1)c4cccnc4                                                         
9405,CC1(C)CC(=NN1C(=O)NC2CCCCC2)OS(=O)(=O)C                                                                       
9406,FC(F)(F)COC(=O)Nc1cc2nc([nH]c2cc1N3CCCC3)C4CCCCC4                                                             
9407,O=C(NC1CCN(CCOc2ccccc2)C(=O)CC1)OCc3ccccc3                                                                    
9408,OC1C(O)C2OC(=O)c3cc(O)c(O)c(O)c3c4c(O)c(O)c(O)cc4C(=O)CC2OC1OC(=O)c5cc(O)c(O)c(O)c5                           
9409,CCc1cc(C(=O)NC2CC(N(C2)C(=O)c3coc4ccccc34)C(=O)NCCO)n(CC)n1                                                   
9410,COc1cc2C=C(CCCOC(=O)c3ccc(F)cc3)OC(=O)c2cc1OC                                                                 
9411,IC(=C(I)Cn1nnc(n1)c2ccccc2)I                                                                                  
9412,COC(=O)c1ccccc1OCC(O)CNCCNC(=O)C(C)C                                                                          
9413,Fc1cncc(c1)C2CCCN2c3ccn4ncc(C(=O)N5CCC5)c4n3                                                                  
9414,CN1C(=NC(C1=O)(c2ccncc2)c3cccc(c3)c4cc(F)ccc4F)N                                                              
9415,O=C(Nc1ccc(cc1)C2=CCN(CC2)C(=O)c3ocnc3)N4Cc5ccncc5C4                                                          
9416,CC(O)C1C2C(C)C(=C(N2C1=O)C(=O)O)SC3CNC(C3)C=Cc4onc(c4)C(=O)O                                                  
9417,CCOC(=O)c1ncn2ccc(O)nc12                                                                                      
9418,CC(C)NC(=O)C1=NN(C(=O)c2c(N)scc12)c3ccc(OCCCF)cc3                                                             
9419,OC(=O)c1[nH]c2cc(O)c(O)cc2c1c3cc(F)cc(F)c3                                                                    
9420,O=C1CCc2cc(cc3CCN1c23)C(c4cccs4)n5ccnc5                                                                       
9421,Cc1cc2nc(NCCCOC(=O)CCCCC#C)n(CC(=O)c3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)c2cc1C                                     
9422,O=C(NC1CC1)N2CCC(OCC3CC3)C2Cc4cccnc4                                                                          
9423,CCCCn1nnc2ccccc12                                                                                             
9424,CC(C)CN1CCC(CC1)c2ccn3c(c4ccnc(N)n4)c(nc3c2)c5ccc(F)cc5                                                       
9425,COc1ccc(cc1)c2ccc(C3C4C=CCCC4(C)C(=O)N3Cc5ccccc5)c(F)c2                                                       
9426,OC(CNC1CCC(CC1)c2nnn3cnc4[nH]ccc4c23)(c5ccccc5)C(F)(F)F                                                       
9427,CCc1cc(OC)c(CC(C)N)cc1OC                                                                                      
9428,Cc1ccc(cc1)S(=O)(=O)n2cnc(C)c2                                                                                
9429,CCc1cccc(c1)N2C(=NC(=NC2(C)C)N)N                                                                              
9430,CCOCC(=O)NCC1Cn2nnc(c2CO1)c3cccc(F)c3                                                                         
9431,CS(=O)(=O)c1ccc(OCC(F)(F)F)c(c1)C(=O)N2CCN(CC2)c3ccc(cc3F)C#N                                                 
9432,COc1cc(F)c(c(F)c1)c2nc(cs2)C(=Nc3cnn(C)c3C4CCC(N)C(F)CO4)O                                                    
9433,CC(C)c1ccccc1OCCCCCN2CCOCC2                                                                                   
9434,COc1cc(C)cc(OC)c1C2C=C(C)CCC2C(=C)C                                                                           
9435,CC1(C)CN1P(=O)(N2CCOCC2)N3CC3(C)C                                                                             
9436,COC(=O)c1c(C)n2CSCc2c1COC(=O)NC(C)C                                                                           
9437,CC(=CC=CC(C)(C)O)C1CCc2ccccc2C1                                                                               
9438,C(OC1Cc2ccccc2C3(CCN(Cc4ccccc4)CC3)O1)c5ccccc5                                                                
9439,CCCCCCCC1OOCC=C1                                                                                              
9440,CCOC(=O)c1sc(NC(=S)NC2CCCCC2)nc1C                                                                             
9441,S=C1OC(=NN1CNCCN2CCOCC2)c3ccncc3                                                                              
9442,CCOc1ccc(CN2C(=O)CC(CC)(CC)C2=O)nc1                                                                           
9443,COc1ccc(CNC(=O)Nc2cc3cc(ccc3n4c(C)nnc24)c5ccc(CN(C)C)cc5)cc1                                                  
9444,Cc1ccc(C(=NO)n2nc(C)cc2C)c(OCc3ccccc3F)n1                                                                     
9445,C(Oc1ccc2ccccc2n1)c3cn4c(cnc(N5CCOCC5)c4n3)C6CCNCC6                                                           
9446,CCC(CC)CNC(=O)C1C(C2C=CC1C23CC3)C(=O)NCCCCN4CCCC4                                                             
9447,Cc1ccc(cc1C(=O)NC(Cc2ccccc2)C(O)CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)C(=O)N5CCc6ccccc6C5                             
9448,CCCCN1C(=O)NC(=O)C(=C1N)N(CCC(C)C)C(=O)C2CN(C(=O)C2)c3cccc(SC)c3                                              
9449,CCCCCCCCCCCC1=NC(=Cc2[nH]c(cc2OC)n3cncn3)C=C1                                                                 
9450,Cc1oc(nc1Cc2cccc(CC3COC(C)(OC3)C(=O)O)c2)c4ccccc4                                                             
9451,COc1ccc(NCCCNc2ccnc3ccccc23)cc1                                                                               
9452,Ic1c(I)c(I)c2NC(=S)Nc2c1I                                                                                     
9453,CN(CCCNc1ccc(cc1[N+](=O)[O-])C(=O)Nc2ccc(cc2)C(F)(F)F)Cc3ccccc3                                               
9454,Nc1nc2ccccc2n1c3nc(NCc4ccccc4)c5ccsc5n3                                                                       
9455,COc1ccc(NC(=O)COc2ccc(cc2OC)C(=O)NCc3cccnc3)cc1                                                               
9456,COc1cccc(OC)c1OCCNC2COCC(O2)c3ccccc3                                                                          
9457,CCc1oc(CN(C)C2CCN(CCNS(=O)(=O)CC)C2)nc1                                                                       
9458,OC(=N)c1cn(nc1Nc2ccc(F)cc2)C3(CC#N)CCC(CC3)N4CCC(F)(F)CC4                                                     
9459,COc1ccc(CNC(=O)CN(C(=O)c2snc(C(=O)N)c2N)c3ccccc3F)cc1                                                         
9460,COc1ccccc1NC(=O)CCCOC2=CC(=O)N(C)c3ccccc23                                                                    
9461,CCOc1ccc(cc1OC)c2nnc(SCC(=O)NCCc3ccccc3)nc2c4ccc(OCC)c(OC)c4                                                  
9462,COc1c(O)c(OC2OC(COP(=O)(O)O)C(O)C2O)cc3C(=O)N4C=C(CC4C=Nc13)C=CC                                              
9463,CCC1CN(CC1Nc2c(cnn3cc(cc23)c4cnn(CC(C)C)c4)C(=O)N)S(=O)(=O)C                                                  
9464,CC(C)c1ccc(C=CC(=O)COC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)cc4)cc1                                                 
9465,c1ccc2cc(ccc2c1)c3n[nH]c4ccc(cc34)c5ncn[nH]5                                                                  
9466,CC(C(=O)NC1CCCC1)S(=O)(=O)Cc2noc(n2)C(C)(C)C                                                                  
9467,Cc1cc(NCCc2ccc(F)cc2)c3nncn3n1                                                                                
9468,Cc1sc(nc1c2cccc(c2)C(=O)O)C3CCCCN3C(=O)COc4ccccc4                                                             
9469,COc1ccc(CCNCC(O)COc2ccc3N(CCCc3c2)S(=O)(=O)c4c(cc(cc4C(C)C)C(C)C)C(C)C)cc1OC                                  
9470,Cc1cc2Nc3cscc3C(=Nc2cc1C)NCCN4CCCCC4                                                                          
9471,CC(=O)NC1=C(C)C(=O)c2c(nc3C(CCn23)OC(=O)c4ccccc4)C1=N                                                         
9472,CCOc1ccc2nc3nc(O)nc(C)c3c(NC(C)(CO)CO)c2c1                                                                    
9473,CC(NC(=O)C1Cc2ccccc2CN1)C(=O)NCC3CCC(CC3)C(=O)O                                                               
9474,CC(Oc1cc(F)ccc1Nc2ncnc3cc(cc(C)c23)N=S4(=O)CCC4)C(F)(F)F                                                      
9475,CCCC(N(CC)CC)C(=O)Nc1c(C)cccc1C                                                                               
9476,CCCCCN1C(=O)C(=C(O)c2ccccc12)C(=O)NC3=C(C)N(C)N(C3=O)c4ccccc4                                                 
9477,CC1Cc2c(COc3ccccc3)nc4CCN(CCOc5ccccc5)Cc4c2CO1                                                                
9478,CCCCC1Cc2n[nH]c(O)c2C(O1)c3ccc(cc3)C(C)C                                                                      
9479,COc1cc(C=Cc2nc3C(CCCn3n2)c4ccccc4C(F)(F)F)ccc1n5cnc(C)c5                                                      
9480,CC(=O)NC(Cc1c[nH]cn1)C(=O)NC(Cc2ccccc2)C(=O)NC(CCCN=C(N)N)C(=O)NC(Cc3cccs3)C(=O)N                             
9481,CCOC(=O)C1CCN(CC1)S(=O)(=O)c2ccc3N(CCc3c2)C(=O)C                                                              
9482,OCC[n+]1cccc(c1)C(=O)[O-]                                                                                     
9483,NC(=O)c1ccc[n+](c1)C2OC(COP(=O)(O)[O-])C(O)C2O                                                                
9484,CSc1ccc(CN2CCC(C)(C(C)C2)c3cccc(c3)C(=O)N)cc1                                                                 
9485,CCCS(=O)(=O)N1CCN(CC1)C(=O)C                                                                                  
9486,CC1=CC(=O)Oc2c(C)c3oc(C)c(COCCN)c3cc12                                                                        
9487,Oc1ccccc1C2=NNC(C2)c3cn(nc3c4ccc(F)cc4)c5ccccc5                                                               
9488,CC(NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc3ccc(cc3)c4ccccc4)c5ccc(F)c(F)c5                                              
9489,CCC(CC)C(=O)Nc1cc(NC(=O)C(C)C)c(NC(=O)C=Cc2ccc(O)c(O)c2)cc1OCC(=O)O                                           
9490,CN1CCN(Cn2cc(C=CC(=O)c3ccc(C)cc3)c4ccccc24)CC1                                                                
