,noisy_SMILES
10805,CC1CCC=CC(=O)Oc2c(CN(C)C)c(O)ccc12                                                                            
10806,1OcCccc(CCc2cn(Cc3ccccc3)c4nc(N)nc(C)c24)cc1OC                                                                
10807,Cnncn1c1C2CCCN(C2)C(=O)NCCCn3cccn3                                                                            
10808,CCCCCCCCCCCCCCCCCCNC(=O)C1NC(SC1(C)C)c2cc(OC)c(OC)c(OC)c2                                                     
10809,CC2Cc1cc(F)cc(C(=O)OC3CC4CCC(C3)N4C)c2O1                                                                      
10810,=C(NO)C1=C(c2ccccc2)c3ccccc3C1O                                                                               
10811,FC(F)(F)c1ccc(Oc2ccc3nc(ccc3c2)C(=O)N4CCN(Cc5cocn5)CC4)nc1                                                    
10812,CC(C)(C)c1ccccc1OCC(=O)Nc2ccccc2C(=O)NCc3cccnc3                                                               
10813,COO(=C)C1=C(C)NC(=C(C1c2ccc(I)cc2)C(=O)OC)C                                                                   
10814,N1CC(CCO1)c2cnnc3ccccc23                                                                                      
10815,CCcC)(1onc(CNC23CC4CC(CC(C4)C2)C3)c1                                                                          
10816,NC(CS(=O)(=O)C)C(N1CCN(CC1)c2ccccc2F)c3cccs3                                                                  
10817,CCc1cn(C(=O)C2CSC(N2)c3cccnc3)c4ccccc14                                                                       
10818,1OcCccc(NC(=O)CSC2=NN=C(Cc3ccccc3)C(=O)N2N)cc1OC                                                              
10819,Nc(nc1cc(c2ccc(cc2)c3ccccc3)c1C#N)c4occc4                                                                     
10820,(CCCN1CCN(Cc2ccccc2)CC1)c3nnnn3CCOC                                                                           
10821,CCO(=C)N1CCCC(C)(C1)C(=O)Nc2ccc(OC(F)F)cc2                                                                    
10822,CCCCCC(=O)N1CC2(CC1C(=O)N)CC(=NO2)c3cccc(NC(=O)C=CC)c3                                                        
10823,CCc1cc(NC2=CC(=O)N(CCOCCOc3ccccc3)C(=O)N2)ccc1C                                                               
10824,CC(C)C(=O)N1CCN(Cc2cnc3cc(Oc4ccc(cn4)c5cc[nH]n5)ccc3c2)CC1                                                    
10825,CC=CC1CCCC=CC(=NOCC(=O)N2CCCCC2)Cc3cc(O)cc(O)c3C(=O)O1                                                        
10826,1OcCccccc1NC(=O)c2cccc(c2)S(=O)(=O)N3CCCCC3                                                                   
10827,OC)=O(C(=O)C1Cc2ccc(cc2CN1S(=O)(=O)c3ccc(cc3)c4ccc(F)cc4)[N+](=O)[O-]                                         
10828,=C(NN)NS(=O)(=O)c1ccc(NC(=S)NC(=O)C=Cc2cccs2)cc1                                                              
10829,COc1ccccc1c2nc(SCC(=O)NCC3CCCO3)c4C(=O)N(C)C(=O)N(C)c4n2                                                      
10830,1CCO(CCC1)NCc2nc(ccc2F)c3ccc(cc3)C(F)(F)F                                                                     
10831,O=1(CCCC12CCN(Cc3cccc4cccnc34)CC2)N5CCN(Cc6cccs6)CC5                                                          
10832,(=COCCCCCNC(=O)OCc1ccccc1)OCC#N                                                                               
10833,CCCCCCCCCCCCOc1ccc(CNC(CO)(CO)CO)cc1                                                                          
10834,nc1Nc(cc(c2cccs2)c1C#N)c3cccnc3                                                                               
10835,COc1ccc(cc1)c2[nH]nc3c4cccc(NC(=O)NNC(=O)Cc5ccccc5)c4C(=O)c23                                                 
10836,NC(C1CCn2cc(nc2C1)c3ccccc3)C(O)(Cn4cncn4)c5ccc(F)cc5F                                                         
10837,CCcc1Occcc1C2C(C(=O)CC(C)C)C(=O)C(=O)N2c3ccc(cc3)c4cocc4                                                      
10838,=C(OO)CC1CCn2c1cc3cc(OCc4ccc(C#N)c(c4)C(F)(F)F)ccc23                                                          
10839,COO(=C)CC#N                                                                                                   
10840,CN(Cc1ccc(cc1)S(=O)(=O)c2ccc(O)cc2)c3ccc4NC(=O)c5cccc3c45                                                     
10841,CNc1ccc2c(Nc3ccc(NS(=O)(=O)C)cc3NC)c4ccccc4nc2c1                                                              
10842,CN1C(=O)N(C)c2cc(NC(=O)c3oc4ccccc4c3)ccc12                                                                    
10843,CC(C)(C)c1[nH]cnc1C=C2NC(=O)C(=Cc3ccccc3)NC2=O                                                                
10844,1OcCccc(cc1)C2NC(C3CCCC2C3=NNC(=O)c4ccc(N)cc4)c5ccc(OC)cc5                                                    
10845,CC(NC(=O)COC(=O)c1cc(ccc1F)S(=O)(=O)N2CCOCC2)c3ccccc3                                                         
10846,cCOC1ccc(Cc2cc(cc(c2C)c3ccsc3)C4OC(CO)C(O)C(O)C4O)cc1                                                         
10847,CNc1nc(C)nc2c(cnn12)C#CC                                                                                      
10848,1OcCccc(CCC(=NNC(=O)N)C)cc1                                                                                   
10849,CC1Nc(cc(nc(C)n1)c2ccc3ncsc3c2)c4cccc(OCC(=O)C5CC5)c4                                                         
10850,cCOC1cc(cc(OCC)c1OCC)C(=O)Nc2ccc(cc2)S(=O)(=O)Nc3onc(C)c3C                                                    
10851,O=1(NCCCOCC1)c2cccc(c2)N3CCCC3=O                                                                              
10852,1=COC(COc2ccccc12)c3ccccc3                                                                                    
10853,O=C(NCc1ccccc1)c2cncc(n2)N3CC4CNCC4C3                                                                         
10854,=C(CCc1csc(n1)C(Cc2ccc(OCc3ccccc3)cc2)NC(=O)CCc4c[nH]c5ccccc45)C=C(C)C(=O)OCC(=O)O                            
10855,COcc1Ccccc1C(=O)N(C)Cc2ncc(C)c(OC)c2C                                                                         
10856,NN1C(C(=O)C(=C1C)NC(=O)COc2cc(C)ccc2C)c3ccccc3                                                                
10857,CC=C(NO)c1ccc(C=CC(=O)c2cc(OC)ccc2OC)cc1                                                                      
10858,cc1C(OCc2ccccc2)ccc3C(=O)N=C(Oc13)N4CCOCC4                                                                    
10859,Fcccc1(cc1)C2=NN(C(C2)c3cccs3)c4nc(cs4)c5ccc(cc5)C(F)(F)F                                                     
10860,CN(C)c1ccc(C=C2C=Cc3ccccc23)cc1[N+](=O)[O-]                                                                   
10861,CCCCCNNCCCCNCCCNCC                                                                                            
10862,FC(F)(F)c1ccc(cc1)N(C2CCN(Cc3cccc(c3)C(F)(F)F)CC2)c4cccnc4                                                    
10863,CN=C((O)OC1C(N(C=CC1=O)C(=O)c2ccc(nc2)C(F)(F)F)c3cc(C)cs3)c4ccccc4                                            
10864,cCOC1ccccc1NC(=O)COc2cccnc2[N+](=O)[O-]                                                                       
10865,COcc1C(CN2CCN=C(O)C2)n3NC=NC(=N)c3c1c4cc5cc(OC)cc(OC)c5s4                                                     
10866,1OcCccc(cc1)C(C)NC(=O)C2C3CC(C)(NC2=O)Oc4ccccc34                                                              
10867,O=C(NC(Cc1ccccc1)C(=O)NC2CC(=O)N(CCCc3ccccc3)CC2=O)OCc4ccccc4                                                 
10868,CC(CC(=O)Nc1cccc(C)c1C)NCCCc2nc(C)cs2                                                                         
10869,CCCCCCC[N+](C)(C)C                                                                                            
10870,NC(C1CCN(Cc2ccc(cc2)C#N)CC1)c3onc(n3)C(C)(C)C                                                                 
10871,CO(CCC=O)NC1CCC(CCN2CCC(CC2)c3cccc4occc34)CC1                                                                 
10872,CC(C)(O)CCOC1CCC2(CCCC(=CC=C3CC(O)CC(O)C3=C)C2)CC1                                                            
10873,NNO(=C)c1cc(c2ccccc2n1)C34CC5CC(CC(C5)C3)C4                                                                   
10874,CC(C)CC(N)P(=O)(O)CN                                                                                          
10875,COO(=C)c1ccc(OCc2ccc3OC(=O)C(=Nc3c2)c4ccccc4)cc1                                                              
10876,1CnCnc(C)c(CCNC(=O)c2cccc(NCC(=O)O)c2)c1C                                                                     
10877,Cccoc1c1C(=O)NC2CCCCCC2                                                                                       
10878,CC(ONCc1ccc2c(ccn2C(=O)c3ccccc3)c1)(Cn4cncn4)c5ccc(F)cc5F                                                     
10879,O(c1ccccc1)c2nn3c(nnc3c4ccccc24)c5ccccc5                                                                      
10880,CC(CNC(=O)c1cccnc1C)Oc2ccc(F)cc2                                                                              
10881,O=C(CCNC(=O)C1CCN(CC1)S(=O)(=O)c2ccccc2)NCc3ccccn3                                                            
10882,OC(Cc1cc(I)cc2ncccc12)C3CN=C(O)C3                                                                             
10883,CCcc1Occcc1N2CCN(Cc3nc4c(cccc4[nH]3)C(=O)NC5CN6CCC5CC6)CC2                                                    
10884,cCOC1nc(N)nc2[nH]cnc12                                                                                        
10885,CC)=O(c1ccc(NC(=O)CCc2nnc3ccc(NCc4occc4)nn23)cc1                                                              
10886,NCCC1C2=C(C=C(C(=O)OCC)C1=NC(=O)C)C(=O)N3C=CC=CC3=N2                                                          
10887,Cc(cc1C)c(cc1N=C(O)c2cc(cc(c2)C(C)(C)C)C#N)n3ccn4nc(cc34)c5cccnc5                                             
10888,oc1Cnc(C)c1c2ccc3N=C(O)C(N4CCCC(N)C4)(c5ccsc5)c3c2                                                            
10889,COc1cccc(CNC(=O)CN2C(=O)c3cccn3c4ccc(F)cc24)c1OC                                                              
10890,cc1Cccc(Nc2ccc3c(c2)c(c4ccccc4)c(C(=O)O)n3Cc5ccccc5)c1                                                        
10891,COc1ccc(CNC(=O)C2=CN=C3SC=C(C)N3C2=O)cc1                                                                      
10892,CC(C)NC1=Nc2cc(sc2C(=O)N1)c3ccc(F)cc3                                                                         
10893,Cc(nn1Cc2ccc(cc2)c3nc4ccccc4n3C)c(C)c1CC(=O)O                                                                 
10894,cc1Occ(cc1)c2onc(c2C=Cc3ccc(cc3)C(F)(F)F)c4ccc(O)cc4                                                          
10895,CC=C(OO)C(NC(=O)C=Cc1ccc(O)c(OC)c1)C(C)C                                                                      
10896,cN(C1c(C)cc(C)cc1C)c2c3CN(Cc4ccc(F)cc4)C(=O)c3c(O)c5ncccc25                                                   
10897,Nc(nc1Cn2nnc(n2)c3ccccc3F)nc(n1)N4CCOCC4                                                                      
10898,=C1CCC(=O)Oc2cc(OCC(=O)n3nc(C)c(N=Nc4cccc(c4)[N+](=O)[O-])c3C)ccc12                                           
10899,[ON][-+](=O)c1ccc(C=C2NC(=O)C(=Cc3ccc(cc3)[N+](=O)[O-])NC2=O)cc1                                              
10900,(SCC=N)N                                                                                                      
10901,NC)=O(CN1CCCC(Cc2ccc(N)nn2)C1                                                                                 
10902,cc1Ccc(cc1)N2C(NC(=O)C(=C2S)C#N)c3occc3                                                                       
10903,Ncnnc1c2c1cnn2C(F)C#CCO                                                                                       
10904,FC(F)(F)c1cccc(NC(=O)c2cc(on2)c3ccc4OCCOc4c3)c1                                                               
10905,CNCCC1(CC1)OC(=O)c2ccc(C)s2                                                                                   
10906,NC(C1CC(=Cc2cc(ccc12)[N+](=O)[O-])C(=O)O)c3ccccc3                                                             
10907,Oc(nc1S)ncc1CCOC(=O)c2ccc(C=O)cc2                                                                             
10908,CC(C)(C)C(N)C(=O)N1CCCC1B(O)O                                                                                 
10909,CNcCC12ccc(Cc3ccccc3)c4c2C1Cc5ccc(O)c(O)c45                                                                   
10910,CN=C(S)NN(c1ccccc1)c2ccccc2                                                                                   
10911,CCC2C1C3C(CCC4C3(C)CCCC4(C)C(=O)OCCCCCC[P+](c5ccccc5)(c6ccccc6)c7ccccc7)(CC1=O)C2                             
10912,CCCCCCCCCCCCCCC(CNC(=O)CCCC(=O)O)NC(=O)OC(C)(C)C                                                              
10913,CC1(CNCCCCC1)C(=O)COc2ncnc3ccccc23                                                                            
10914,1OcCcc(C(=O)O)c2Oc3c(CNc4ccc(CNC(=O)COC5CC(C)CCC5C(C)C)cc4)c(O)cc(C)c3C(=O)Oc2c1C                             
10915,Ccccc1(cc1C)n2ncc(C(=O)NCCN3CCCC3)c2C4CCN(CC4)C(=O)OC(C)(C)C                                                  
10916,1CcOcccc(c1)c2cnc3cnc(cn23)c4cn[nH]c4                                                                         
10917,O=O(=S)(NCCCCCNc1nc(cs1)c2ccccn2)C3CCNCC3                                                                     
10918,=C(CCC=CC=C(C)C=CC=C(C)C=CC(=O)O)C=CC=C(C)C=CC(=O)O                                                           
10919,COC(=C1C(CCN=C1C)c2ccccc2F)O                                                                                  
10920,1OcCncccc1c2csc3ncnc(N4C5CCC4CC(CNC6CCC6)C5)c23                                                               
10921,NCcC((1ccc(F)cc1)c2cc(F)cc(F)c2)C(=O)Nc3cccc(F)c3CCC4CNC(COC(=O)NCC(F)(F)F)CO4                                
10922,1CcCc(C)scc1C(=O)NN2C(=O)C3C4CCC(O4)C3C2=O                                                                    
10923,CCC=C(C(O)C(=CC=CC(=C1C(=O)CC2C3(C)CCC(O)C(C)(CO)C3CCC12C)C)C)C                                               
10924,1OcCccc(CNCC2CN(CCO2)C3CC3)cc1OC                                                                              
10925,O=C(NCCCNCc1ccccc1)c2ccccn2                                                                                   
10926,CC(C)(Cc1ccc(O)cc1)NC(=O)c2ccccc2                                                                             
10927,[ON][-+](=O)c1ccc(cc1)C(=O)N2CCc3ccccc3C2                                                                     
10928,1OcCcccc(CNC(=O)c2cc3COc4cccc(C)c4c3s2)c1                                                                     
10929,CCCCC1CC1NC(=O)COC(=O)c2ccc3ncsc3c2                                                                           
10930,cc1Cc(C)cc(c1)C(=O)N2CCC(CC2)C(=O)N                                                                           
10931,COc1ccc2CN(CC3=NCCN3)CCc2c1OC                                                                                 
10932,CN(CCCn1c(N)nc2cc(ccc12)C#N)CCCn3c(N)nc4cc(ccc34)C#N                                                          
10933,CC=C(NO)c1nnn(c2cc(C(C)C)c(O)cc2O)c1c3ccc(CN4CCC(C4)N(C)C)cc3                                                 
10934,cc1Fcc(cc1)C(=O)Nc2ccc(cc2)c3ccc(NC(=O)c4ccc(F)cc4)cn3                                                        
10935,CC1CC1C(=O)OCC(=O)NCC(=O)Nc2cccc(C)c2C                                                                        
10936,CC1FCN(Cc2ccc(cc2)C(=O)N3CCN(CC3)C4CC4)CC1                                                                    
10937,Ncccc1c(OCCCN2CCN(CC(O)(Cn3cncn3)c4ccc(F)cc4F)CC2)c1                                                          
10938,1OcCccc(N(C(C(=O)NCC2CCCO2)c3ccccc3)C(=O)CNC(=O)c4cccs4)c(OC)c1                                               
10939,COc1ccc(cc1)S(=O)(=O)Nc2ccc3OC(C)CCCCOC(CN(C)Cc4ccc(cc4)C(F)(F)F)C(C)CN(C(C)CO)C(=O)c3c2                      
10940,cc1C(N)c2c(cc1N3CCCC3)C(C)(C)CC2(C)C                                                                          
10941,Occcc1(C=NNC(=O)Cn2cnc(n2)[N+](=O)[O-])c(O)c1                                                                 
10942,(OCC=O)C(NC(=O)C(NC(=O)CC(O)C(Cc1ccccc1)NC(=O)C(C)NC(=O)C(C)NC(=O)C(N)CO)C(C)C)C(C)C                          
10943,CC1OcCccc(cc1)C(=O)OCCC23CC4C(C)CCC4C5(CC2C=C(C(C)C)C35C(=O)O)C=O                                             
10944,(CCCCC(O)C(C)C1CCC2C3C(OC)C=C4CC(O)CCC4(C)C3CCC12C)C(C)C                                                      
10945,Ccncc12nc3CN(Cc3c2n1)C4COC(C(N)C4)c5cc(F)c(F)cc5F                                                             
10946,CC1O(CCc2ccccc2)N(Cc3ccccc3)C(=O)N(Cc4ccccc4)C1Cc5ccccc5                                                      
10947,CO(=CNC(=O)OC)c1ccccc1CSc2nc(C)cc(C)n2                                                                        
10948,CC(CCC1CC=CC(=O)O1)C=CCCC(=CC(=O)O)C                                                                          
10949,COc1ccc(F)cc1C(C)(C)CC(O)(Cc2cccc(C)c2)C(F)(F)F                                                               
10950,1OcCccncc1NC(=O)CN(c2ccccc2OC)S(=O)(=O)c3ccc(C)cc3                                                            
10951,CN=C(1O)C=C(N2CCCN(CCCN3c4ccccc4Sc5ccc(CC(=O)O)cc35)CC2)N(C)C1=O                                              
10952,+[NC]1(CCOP(=O)([O-])OCCCCC=C2C3CC4CC(CC2C4)C3)CCOCC1                                                         
10953,OCC=C1(=O)C(=O)NC2=C1C3CCC2C3                                                                                 
10954,OC(C)C(CCc1cccc(C)c1)n2cnc3c(N)ncnc23                                                                         
10955,CON1CC(CC2=CCCCC2)CC(OCC34CC5C(C)CCC5C6(CC3C=C(C(C)C)C46C(=O)O)C=O)OC1C                                       
10956,CCCCCc1cc2c(CCCCNC(=N)N)cccc2nc1N                                                                             
10957,OS)=N((=O)Cc1noc2ccccc12                                                                                      
10958,cCOC1ccc(cc1)N(CC(=O)NC2CCCCC2)S(=O)(=O)c3ccccc3                                                              
10959,CNcC)(1ccc(C=Cc2ccc3cc(C)ccc3n2)cc1                                                                           
10960,(=COCC(=O)c1cccc(OCc2ccccc2)c1)C(=O)NC3CCN(CC3)C(=O)C(=O)CC(=O)c4cccc(OCc5ccccc5)c4                           
10961,CNCC)(c1ccccc1Sc2ccc(O)cc2O                                                                                   
10962,CCCCCNC(=O)NCCCCC=CCCCCCCC1=NOC(=O)N1                                                                         
10963,Fc(cc1F)cc(c1)C(=O)Nc2nc3ccccc3[nH]2                                                                          
10964,NCCC(CCC)CCCOc1cc(O)c2C(=O)C(=COc2c1)c3ccc(O)cc3                                                              
10965,CC((CN=O)CCS(=O)(=O)c1cc2NC(=O)C(=O)Nc2cc1C)c3ccccc3                                                          
10966,CC(C)N1CCN(CC1)C(CN(C)C(=O)Cc2cc(cc(c2)C(F)(F)F)C(F)(F)F)c3cccc4OCOc34                                        
10967,CNcC)(1ccc(C=NOC(=O)c2ccc(C)cc2)cc1                                                                           
10968,1OcCccc(OC)c(CN2CCCC(C2)C(=O)N3CCCCC3)c1                                                                      
10969,OCc=N(1cccc(c1)C(F)(F)F)c2cc(c3ccccc3)n(CCCN4CCOCC4)n2                                                        
10970,FC(F)(F)CNC(=O)Nc1cccc(c1)c2cnc3cc(ccn23)c4nnc(s4)C(F)(F)F                                                    
10971,OC(CN(Cc1cccc(OC(F)(F)C(F)F)c1)c2cccc(Oc3ccc4CCCCc4c3)c2)C(F)(F)F                                             
10972,cCOC1ccc(cc1OCC)c2nnn(CC(=O)NCc3ccc(F)cc3)n2                                                                  
10973,CCn1nc(C2CCCC2)c3c1CCn4c(nnc34)C5CCOCC5                                                                       
10974,CC1OCCCCCCNc2ncc3c(cn(CCCC1)c3n2)c4ccc(CN5CCOCC5)cc4                                                          
10975,CCO(=C)N1CCc2cc(ccc12)S(=O)(=O)CCC(=O)NCc3ccc(C)cc3                                                           
10976,CN(C)c1cc(CNc2cncc(n2)n3cccn3)ccn1                                                                            
10977,N#cc1Cnn2c(NCc3ccncc3)cc(nc12)c4ccccc4                                                                        
10978,CN1CCC(C(O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccc(O)cc4                                                          
10979,Fcccc1c(c1)S(=O)(=O)c2n[nH]c3ccc(NC4CCNCC4)cc23                                                               
10980,NC(Cc1nc(C(=O)N2CCOCC2)c3ncn(c4cc(C)[nH]n4)c3n1)c5ncc(F)cn5                                                   
10981,CCCCCCCCCCCCCCCC(=O)OCC1(O)CC2C(CCC3(C)C2=CCC4C5(C)CCC(OC(=O)C)C(C)(C)C5CCC34C)C(OC(=O)C)C1O                  
10982,]O-[[N+](=O)c1ccc2nc3CCCCc3c(NCc4ccccc4)c2c1                                                                  
10983,CCCC)(COC(=O)C1=C(C)NC(=C(C1c2ccccc2)C(=O)OCCC(C)C)C                                                          
10984,1OcCn[nH]c2cc(NC(=NC(C)c3ccccc3)O)nc(C(=N)O)c12                                                               
10985,CO1OcCcccc2c(OCOC)c3C4=C(CCCC4)C(=NNS(=O)(=O)c5ccc(C)cc5)c3c(OCOC)c12                                         
10986,cc1Cc(C)cc(c1)C(=O)NC(=S)Nc2c(O)cc(cc2C(F)(F)F)C(F)(F)F                                                       
10987,Occnc1c2c3cnc(Nc4ccc(cn4)C(=O)N5CCNCC5)nc3n(C6CCCC6)c12                                                       
10988,=C(CO)c1ccccc1C#Cc2ccc(CCC(=O)O)cc2                                                                           
10989,NCC1CCCc2cc(ccc12)S(=O)(=O)C3CCCCC3                                                                           
10990,CC1OOC(Oc2ccc(cc2)C(=O)c3ccc(cc3)C(F)(F)F)C(O)C1O                                                             
10991,CCcc1Occ(CC(NC(=O)c2cccs2)C(=NC(Cc3ccccc3)C(=NCc4ccc(CN)cc4)O)O)cc1                                           
10992,CCCCCCCCCCC(=O)Oc1ccc(cc1C23CC4CC(CC(C4)C2)C3)c5ccc(C=CC(=O)O)cc5                                             
10993,Fcccc1(F)c(c1)C2=CC(=O)C(=O)c3ccccc23                                                                         
10994,CCCCCCCCCSC(=S)N(C)NC(=O)c1ccccc1                                                                             
10995,CCO(CCCCOC(=O)C=C)(COCCOC(=O)C=C)COCCOC(=O)C=C                                                                
10996,(OCC=O)Nc1nc2cc(ccc2[nH]1)C3(O)N(Cc4ccccc4)C(=O)c5ccccc35                                                     
10997,CC)=C(C1CCC(C)(O)CC1                                                                                          
10998,(OCC=O)C=Cc1ccccc1N=S(=O)(C)c2ccc(C)cc2                                                                       
10999,FC(F)(F)COc1cc(ccc1CC(=O)N2CCC(CC2)N3C(=O)OCc4ccccc34)N5CCOCC5                                                
11000,cn1Cc(cn1)c2cc(on2)C(=O)O                                                                                     
11001,O=c(CC1ccc2ccccc2c1)Nc3n[nH]c4ccc(cc34)N5CCCS5(=O)=O                                                          
11002,=C(CC)C1CCC2(CCC3(C)C(CCC4C5(C)Cc6nccnc6C(C)(CO)C5CCC34C)C12)C(=O)OC7OC(CO)C(O)C(O)C7O                        
11003,CCCC(O(OC)Oc1ccc(cc1OC)C2OC(C(C)C2C)c3ccc(OC)c(OC)c3)c4ccc5OCOc5c4                                            
11004,cc1Ccc(cc1)C2=NN(C(C2)c3ccc4ccccc4c3)C5=NC(=O)CS5                                                             
11005,CCC=C1C2C(C1)c3ccc(CCCCCC(C)(C)C)cc3OC2(C)C                                                                   
11006,cc1Ncc(cc1)C(=O)Nc2ccccc2                                                                                     
11007,CC)=O(Oc1cccc2CC3C4CCC(=O)CC4(CCN3CC=C)c12                                                                    
11008,CCCCCNC(=O)Nc1c(N)cccc1OCCCn2cnc(c2C)c3ccccc3                                                                 
11009,CCO(=C)N(c1ccccc1)C2(COC)CCN(CC3COc4ccccc4O3)CC2                                                              
11010,CCCC(=O)Nc1cccc2c1Cc3c2n[nH]c3c4ccsc4                                                                         
11011,CCNC)((C)Cc1cncc2CN(Cc3cocc3)CCc12                                                                            
11012,CCOC(=O)CN=C1N=C(SC)Sc2c(nc(Sc3ccccc3)n12)C(=O)OCC                                                            
11013,OCCCO(COCC(O)Cc1c[nH]nn1)Cc2ccc(cc2)c3ccccc3                                                                  
11014,1CcCcccc(C)c1NS(=O)(=O)c2ccccc2                                                                               
11015,COO(=C)C1=C(C)NC(=O)NC1c2ccc3OCOc3c2                                                                          
11016,1OcCcc2[nH]c(C)nc2cc1C(=O)c3ccc(Nc4ccc(F)cc4F)nc3                                                             
11017,COc1cc(cc(OC)c1OC)C#CC(=O)OCCCN(C)CCCOC(=O)c2c3ccccc3cc4ccccc24                                               
11018,=C(OO)c1ccc(cc1)S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cn2)c3ncc4ccccc4c3C5CC5                                           
11019,CCC2C1C(=O)c3coc(C(=O)c4cc5c(O)ccc(O)c5cc14)c23                                                               
11020,(CNCC(=O)Cc1c(C(=O)O)n(C)c2ccccc12)c3cccc(C)c3                                                                
11021,Cnccn1(c1)S(=O)(=O)N(CCN(Cc2cncn2C)c3c(F)cc(cc3F)C#N)CC4CCN(CC4)c5ncccn5                                      
11022,cc1Occ(OCCCCCCC(=O)C(F)(F)F)cc1                                                                               
11023,COc1cccc(CNC(=O)CN2C(=O)CSc3c2c(C)nn3c4ccccc4)c1                                                              
11024,=C(CO)C1C(CC2C3CC=C4CC(CCC4(C)C3CCC12C)OS(C)(C)C(C)(C)C)c5ccccn5                                              
11025,COCC=CC=CC(=CC1Cc2nc(CCCCC(=O)OC(C)CC(=CC#CC(=O)O1)C)cs2)C                                                    
11026,cc1Fc(CN2C=CC(=CC2=O)c3ccnc(NC4CCOCC4)n3)cc5[nH]ccc15                                                         
11027,CC=C(OO)C1CCN(CC1)C(=O)CCCCN2C(=O)Nc3ccccc3C2=O                                                               
11028,CN1CCN(CC1)C2=Nc3cc(C)c(C)cc3Sc4cscc24                                                                        
11029,CCCC)((Sc1nc(c2ccccc2)c([nH]1)c3ccccc3)C(=O)NN=Cc4ccc(cc4)[N+](=O)[O-]                                        
11030,(=CONCCS(=O)(=O)NCCc1ccccc1)c2ccccc2                                                                          
11031,COc1ccc(NC(=O)C2(C)CCN2C(=O)C(C)C)cc1F                                                                        
11032,CCOC(Cc1ccc(OCCC2c3ccccc3Oc4ccccc24)cc1)C(=O)O                                                                
11033,CC)(CCc1ccc(OCC(=O)Nc2ccc3C(=O)NC(=O)c3c2)cc1                                                                 
11034,(C1OC(=O)Nc2ccccc12)c3c[nH]c4ccc(F)cc34                                                                       
11035,O=1(cCcccs1)n2cc(C(=S)N3CCOCC3)c4ccccc24                                                                      
11036,cc1Fcc2CCCc3sc(NCC4CCN(CC4)C(=O)C5CCOC5)nc3c2c1                                                               
11037,COc1ccc(cc1)N=C(O)c2ccc(NC(=O)N3Cc4ccccc4C3)cc2                                                               
11038,CC(C)(C)Nc1nc(SCc2ccccc2)nc(n1)N3CCOCC3                                                                       
11039,COC1=CC(=O)C(O)C2(O)C(=O)c3c(O)cc(C)cc3OC12C                                                                  
11040,NC(C1CCC(C)(C1=O)c2ccc(OCc3cc(cc(c3)C(F)(F)F)C(F)(F)F)cc2)C(=O)NO                                             
11041,Cn(nc1cc1N2C(=O)CCC2(C)C(=O)Nc3ccc4ccccc4c3)C(C)(C)C                                                          
11042,(OCC=O)c1ccc(O)c(NC(=O)COc2c(F)c(ccc2C3CCC3)c4cnc(N)cn4)c1                                                    
11043,CCCCC1(O)(CSc2nnnn2C3CC3)CC1                                                                                  
11044,nc1Ncc(C(=O)NC2CC2)c3ccc(nc13)c4cccc(F)c4                                                                     
11045,CC(1cnS)nnc1CC(C)C                                                                                            
11046,CC(C)c1nc2sc3c(SCC(=O)N)ncnc3c2c4CCCc14                                                                       
11047,COc1ccc(cc1)c2[nH]nc3c4cccc(NC(=O)NNC(=O)c5ccc6ccccc6c5)c4C(=O)c23                                            
11048,(OCC=O)c1cnc2cc(OC(C)C)c(OC(C)C)cc2c1O                                                                        
11049,Ccccc1(cc1)S(=O)(=O)N2CCN(CC2)C(=O)C3CN(C(=O)C3)c4ccc5OCCOc5c4                                                
11050,(OCC=O)c1cccc2nc3c(cccc3nc12)C(=O)CCc4ccccc4                                                                  
11051,CCCN1((=O)COc2ccc(C)cc12)C(=O)NCc3ccc4OCOc4c3                                                                 
11052,=C1CC(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCC(O)C5=N1                                                        
11053,OC1Cc(ccccc1)C2CCN(Cc3ccccc3)CC2                                                                              
11054,COCCN1CCCC1(C)c2nc(C)cc(N)n2                                                                                  
11055,CCO(=C)N1C2CCC3C1CCC2N3CC=Cc4ccccc4                                                                           
11056,cc1Occ2C(=CC(=O)Oc2c1)CC(=O)NN=C3SCC(=O)N3c4c5CCCCc5nc6ccccc46                                                
11057,CC)=O(Nc1ccccc1C(=O)C(=O)Nc2cccc(c2)C(=O)NC3CC3                                                               
11058,CCCCCCNC=C1C(=O)N(C)C(=O)N(C)C1=O                                                                             
11059,CCCC)(1NC(=O)CC(NC(=O)C(Cc2ccccc2)NC(=O)C(C)NC1=O)C=CCCCC(=O)O                                                
11060,c=CC1ncc2ncn(Cc3ccccc3)c2n1                                                                                   
11061,Cc(oc1CN2CCC3C2CC(=O)N3c4ccsc4)cc1                                                                            
11062,1OcCcc2CCN(C(C3CC3)c2cc1OC)S(=O)(=O)N                                                                         
11063,Fcccc1(Oc2ccc(OC(F)(F)F)cc2C(=O)NC3=CC(=O)NC=C3)c(F)c1                                                        
11064,1OcCcc(cnc1Nc2ccc(F)c(c2)C3(COCC(=N)N3)C(F)F)[N+](=O)[O-]                                                     
